phrase	tag
chat chhilh	VERB
chat lak	VERB
chat thla	VERB
chau hnap	VERB
chau hnâp	VERB
chau ngawih ngawih	VERB
chau ngâwih ngâwih	VERB
chaw bawh kan	VERB
chaw bawl	VERB
chaw bâwl	VERB
chaw chaw chhuak	VERB
chaw chhuak	VERB
chaw chhum	VERB
chaw dawh	VERB
chaw ei	VERB
chaw eipui	VERB
chaw fak	VERB
chaw fàk	VERB
chaw her	VERB
chaw hlui	VERB
chaw hrai	VERB
chaw hrâi	VERB
chaw khawl	VERB
chaw khâwl	VERB
chaw khawn	VERB
chaw khâwn	VERB
chaw khir	VERB
chaw kil	VERB
chaw kîl	VERB
chaw lawl	VERB
chaw lh	VERB
chaw liam	VERB
chaw ngawng	VERB
chaw nghei	VERB
chaw pawh	VERB
chaw pe	VERB
chaw pek	VERB
chaw pêk	VERB
chaw thlah	VERB
chaw tlang	VERB
chaw vai	VERB
chawei siam	VERB
chawfak zarzo	VERB
chawh buai	VERB
chawh chawk hnawk	VERB
chawh chawk rul rem	VERB
chawh chawk tho	VERB
chawh chhuah	VERB
chawh harh	VERB
chawh hlim	VERB
chawh hnawk	VERB
chawh kawi	VERB
chawh kâwi	VERB
chawh kuak	VERB
chawh phawn	VERB
chawh phuan	VERB
chawh rual	VERB
chawh rualrem	VERB
chawh thawh	VERB
chawhmeh siam	VERB
chawi lian	VERB
châwi lian	VERB
chawk bo	VERB
chawk buai	VERB
chawk chawk	VERB
chawk chhuak	VERB
chawk harh	VERB
chawk hlim	VERB
chawk hnawk	VERB
chawk kawi	VERB
chawk kâwi	VERB
chawk kawrawng	VERB
chawk khawl	VERB
chawk kil	VERB
chawk kua	VERB
chawk phawklak	VERB
chawk phawklek	VERB
chawk phawklék	VERB
chawk phawklêk	VERB
chawk phâwklek	VERB
chawk phâwklék	VERB
chawk phâwklêk	VERB
chawk phuan	VERB
chawk rual	VERB
chawk rual rem	VERB
chawk rualrem	VERB
chawk rual-rem	VERB
chawk tho	VERB
chawke lal	VERB
chawl hahdam	VERB
chàwl hahdam	VERB
chawl khaw thawng	VERB
chàwl khaw thawng	VERB
châwl khaw thawng	VERB
chawlak tha	VERB
chawlak ṭha	VERB
chawlâk tha	VERB
chawlâk ṭha	VERB
chawlh hahdam	VERB
chawlik lha	VERB
chawm dawl	VERB
chawm dâwl	VERB
chawm hlawm	VERB
chawm hlum	VERB
chawm hneh	VERB
cháwm hneh	VERB
châwm hneh	VERB
chawm rai	VERB
chawm tlei	VERB
chawm tléi	VERB
chawm tlêi	VERB
cháwm tlei	VERB
cháwm tléi	VERB
châwm tlei	VERB
châwm tlêi	VERB
chawn thep	VERB
chawn thêp	VERB
chawng buh den	VERB
chawng chen	VERB
chawng in deng	VERB
chawthleng ben buaksak	VERB
che buan	VERB
che che	VERB
che fuh	VERB
che hraw	VERB
che sual	VERB
che thap	VERB
che tlai	VERB
che tlâi	VERB
che vel	VERB
che vêl	VERB
chechang thei lo	VERB
chechàng thei lo	VERB
chechâng thei lo	VERB
cheh pawh	VERB
cheh ral	VERB
chei lian	VERB
chei mawi	VERB
chei mâwi	VERB
chelh lo	VERB
chem chawi za	VERB
chem hrah lai	VERB
chem kal	VERB
chem sen ruai	VERB
chem sen ten	VERB
chem tat	VERB
chem tât	VERB
chem teuh	VERB
chem ṭeuh	VERB
chemhrah lai	VERB
chemhrah lal	VERB
chemsen len	VERB
chemsen lên	VERB
chemsen ruai	VERB
chen chen	VERB
chen kual	VERB
chèn kual	VERB
cheng dek	VERB
cheng kual	VERB
cheng kuál	VERB
chêng kual	VERB
chêng kuál	VERB
chëng kual	VERB
chëng kuál	VERB
cheng pawl	VERB
cheng páwl	VERB
cheng pâwl	VERB
chéng pawl	VERB
chéng páwl	VERB
chêng pawl	VERB
chêng pâwl	VERB
cheng rang	VERB
cheng râng	VERB
cheng vawng	VERB
chengker kar	VERB
chep beh	VERB
chep bet	VERB
chep ral	VERB
chep tulh	VERB
cher cher	VERB
cher chingkim	VERB
cher sawng	VERB
cher sâwng	VERB
chér sawng	VERB
chér sâwng	VERB
cheraw kan	VERB
chet chet	VERB
chet dan	VERB
chet fuh	VERB
chêt fuh	VERB
chet thap	VERB
chêt thap	VERB
chet tlai	VERB
chet tlâi	VERB
chêt tlai	VERB
chêt tlâi	VERB
chet vel	VERB
chêt vêl	VERB
cheuh cheuh	VERB
chhai chhin	VERB
chhái chhin	VERB
chhai dang	VERB
chhaih a	VERB
chhaih buai	VERB
chhaih kawlh	VERB
chhailai di	VERB
chhak chhak	VERB
chhak chhhak	VERB
chhak chhuah	VERB
chhâk chhuah	VERB
chhak chhuak	VERB
chhak chhuák	VERB
chhak chhûak	VERB
chhâk chhuak	VERB
chhâk chhuák	VERB
chhâk chhuâk	VERB
chhâk chhûak	VERB
chhakchhuak hmun phiah	VERB
chhal dang	VERB
chhâl dang	VERB
chham ek	VERB
chhan den	VERB
chhan deng	VERB
chhan dêng	VERB
chhan him	VERB
chhang awm	VERB
chhang âwm	VERB
chhang chhan	VERB
chhâng chhan	VERB
chhang den	VERB
chhang deng	VERB
chhang dêng	VERB
chhang hem hmin	VERB
chhang hlawm	VERB
chhang hmeh	VERB
chhang hmeha hmet	VERB
chhang hmet	VERB
chhang kawi	VERB
chhang kàwi	VERB
chhâng kawi	VERB
chhâng kàwi	VERB
chhâng kâwi	VERB
chhang zing	VERB
chhang zîng	VERB
chhawhchhi buhpawlh	VERB
chhawhia thlawk	VERB
chhawihfa thlawk	VERB
chhawihfa thlâwk	VERB
chhawk chhawk	VERB
chhawl dab	VERB
chhawl dah	VERB
chhâwl dah	VERB
chhāwl dah	VERB
chhawl phah dun	VERB
chhawl phah dûn	VERB
chhâwl phah dun	VERB
chhâwl phah dûn	VERB
chhāwl phah dun	VERB
chhāwl phah dûn	VERB
chhawng chhawng	VERB
chhawng hnawh	VERB
chháwng hnawh	VERB
chhawng hnawt	VERB
chhawr fe	VERB
chhawr fê	VERB
chhawr fem	VERB
chhawr ft	VERB
chhawr ie	VERB
chhawrpial run	VERB
chhe chhiat	VERB
chhe har	VERB
chhe zawk	VERB
chheh darh	VERB
chheh khalh	VERB
chheh khawm	VERB
chheh khâwm	VERB
chheh rual	VERB
chhei khaw	VERB
chhek arbawm	VERB
chhek arbàwm	VERB
chhek arbâwm	VERB
chhek chhek	VERB
chhek khawl	VERB
chhek khâwl	VERB
chhêk khawl	VERB
chhêk khâwl	VERB
chhelh chhawlh	VERB
chhem alh	VERB
chhêm alh	VERB
chhem len	VERB
chhêm len	VERB
chhem leng	VERB
chhêm lêng	VERB
chhem mih	VERB
chhem mit	VERB
chhêm mit	VERB
chhem nghin	VERB
chhem nghîn	VERB
chhêm nghin	VERB
chhêm nghîn	VERB
chhem nghing	VERB
chhem nghíng	VERB
chhêm nghing	VERB
chhêm nghíng	VERB
chhem ri	VERB
chhêm ri	VERB
chhem rik	VERB
chhêm rik	VERB
chhen ban	VERB
chhep darh	VERB
chhep khawm	VERB
chhep khâwm	VERB
chhep rual	VERB
chher chhuan	VERB
chhi chhat	VERB
chhia chham	VERB
chhia va	VERB
chhiah khua	VERB
chhiar chhuah	VERB
chhiar chhuak	VERB
chhiat tawk	VERB
chhimbal zam	VERB
chhimbal zâm	VERB
chhimbăl zam	VERB
chhimbăl zâm	VERB
chhimbuk tui birh	VERB
chhimbuk tuí bírh	VERB
chhin chhia	VERB
chhin chhiah	VERB
chhin up	VERB
chhinchhiahna tar	VERB
chhinchhiahna târ	VERB
chhing chheng	VERB
chhip chuan	VERB
chhip thlak	VERB
chhip thlâk	VERB
chho ulh	VERB
chhu dip	VERB
chhu hrawt	VERB
chhu hur	VERB
chhu kaw ping	VERB
chhu keh	VERB
chhu mam	VERB
chhu mâm	VERB
chhu muk	VERB
chhu ngawn	VERB
chhu ngawng	VERB
chhu ur	VERB
chhu ûr	VERB
chhuah chhal	VERB
chhuah chhawng	VERB
chhuanmang rorel	VERB
chhuanmang rorêl	VERB
chhuat laizawl	VERB
chhuat phah	VERB
chhui tang	VERB
chhui tla	VERB
chhuih palh	VERB
chhuk thia	VERB
chhuk thla	VERB
chhul tla	VERB
chhul tlâ	VERB
chhûl tla	VERB
chhûl tlâ	VERB
chhum hmin	VERB
chhum mam	VERB
chhum mâm	VERB
chhum zin	VERB
chhum zing	VERB
chhum zun	VERB
chhun en	VERB
chhùn en	VERB
chhun eng	VERB
chhun éng	VERB
chhun êng	VERB
chhùn eng	VERB
chhùn êng	VERB
chhun kalh	VERB
chhun khah	VERB
chhun pawn	VERB
chhun pàwn	VERB
chhun pâwn	VERB
chhùn pawn	VERB
chhùn pàwn	VERB
chhûn pawn	VERB
chhûn pâwn	VERB
chhun suh	VERB
chhung khat	VERB
chhûng khat	VERB
chhung len	VERB
chhung lèn	VERB
chhûng len	VERB
chhûng lèn	VERB
chhung pawng	VERB
chhung páwng	VERB
chhúng pawng	VERB
chhúng páwng	VERB
chhûng pawng	VERB
chhung ten	VERB
chhung vum	VERB
chhûng vûm	VERB
chhungkaw puipa	VERB
chhungkhat bawl	VERB
chhungkhat bàwl	VERB
chhungkhat bâwl	VERB
chhûngkhat bawl	VERB
chhûngkhat bàwl	VERB
chhûngkhat bâwl	VERB
chhungphum a nei	VERB
chhûngphûm a nei	VERB
chhungril ril	VERB
chhungthia hual	VERB
chhûngthia hual	VERB
chhungthla hual	VERB
chhûngthla hual	VERB
chhura buh en	VERB
chhûra buh en	VERB
chhut chhuah	VERB
chhut chhuak	VERB
chhut dip	VERB
chhut keh	VERB
chhut ngawn	VERB
chi ai	VERB
chi ái	VERB
chi bai buk	VERB
chi bai bûk	VERB
chi chat	VERB
chi chât	VERB
chi di	VERB
chi khawn	VERB
chi khawn ding	VERB
chi khâwn ding	VERB
chi mit	VERB
chi puakhlawh	VERB
chi rawt	VERB
chi rawt lung	VERB
chi tat	VERB
chi tât	VERB
chi uan	VERB
chiah chhuah	VERB
chiah chhuak	VERB
chiah chiah	VERB
chiah hneh	VERB
chiah hnip	VERB
chiah phil	VERB
chiah phîl	VERB
chiah pil	VERB
chiai chiai	VERB
chiau vak vak	VERB
chiâu vak vak	VERB
chibai buk	VERB
chibai bûk	VERB
chi-khawn ding	VERB
chi-khâwn ding	VERB
chil chhak	VERB
chil chhâk	VERB
chil chhak ru	VERB
chil chhâk ru	VERB
chil chhak ruk	VERB
chil chhak rûk	VERB
chil chhâk ruk	VERB
chil chhâk rûk	VERB
chil chhakhum	VERB
chil chhâkhum	VERB
chil chhakkhum	VERB
chil chhâkkhum	VERB
chil diah	VERB
chil kang	VERB
chil kâng	VERB
chil put	VERB
chil thi	VERB
chilhna kua	VERB
chilper ui	VERB
chilphuan chhuah	VERB
chilphuan chhuak	VERB
chilthli dawmna	VERB
chim buai	VERB
chîm buai	VERB
chim buak	VERB
chîm buak	VERB
chim lim	VERB
chim pil	VERB
chîm pil	VERB
chim ral	VERB
chin bituk	VERB
chin chiah	VERB
chin hria	VERB
chin hriat	VERB
chin loh chhing	VERB
chin loh chhîng	VERB
chin loh chin	VERB
chin loh chîn	VERB
chinai lung	VERB
ching al dil din	VERB
ching al dîl din	VERB
ching hrep	VERB
ching ngai	VERB
ching-al dil din	VERB
ching-al dîl din	VERB
chingal thlawr	VERB
chip chep	VERB
chipchiar takin	VERB
chir chir	VERB
chîr chîr	VERB
chirh theh	VERB
chiseh lamna	VERB
chitha vawr	VERB
chitha vâwr	VERB
cho chhuah	VERB
cho chhuak	VERB
cho zawh	VERB
cho zo	VERB
choaka van um	VERB
chu ap	VERB
chu kha	VERB
chu khâ	VERB
chû kha	VERB
chû khâ	VERB
chu veleh	VERB
chuai zo	VERB
chual zo	VERB
chuan chhan	VERB
chuan chhuah	VERB
chuan chhuak	VERB
chuang chhuak	VERB
chuap chuap	VERB
chuar chuar	VERB
chul mam	VERB
chul mâm	VERB
chûl mam	VERB
chûl mâm	VERB
chul rih	VERB
chul rit	VERB
dab sawn	VERB
dah ang e	VERB
dah bo	VERB
dah dai	VERB
dah dài	VERB
dah daih	VERB
dah fel	VERB
dah hran	VERB
dah hrang	VERB
dah hul	VERB
dah khawl	VERB
dah khâwl	VERB
dah ro	VERB
dah sawn	VERB
dah tha	VERB
dah ṭha	VERB
dah țha	VERB
dai tla	VERB
dai tlâ	VERB
dài tla	VERB
dài tlâ	VERB
dai tlak	VERB
dai tlâk	VERB
dài tlak	VERB
dài tlâk	VERB
daibawl hmang	VERB
daibàwl hmang	VERB
dâibawl hmang	VERB
dâibàwl hmang	VERB
dâibâwl hmang	VERB
daifim haw	VERB
daifîm haw	VERB
dàifim haw	VERB
dàifîm haw	VERB
daifim hua	VERB
daifîm hua	VERB
dàifim hua	VERB
dàifîm hua	VERB
daifim huat	VERB
daifîm huat	VERB
dàifim huat	VERB
dàifîm huat	VERB
daihlim zar	VERB
daihlim zàr	VERB
daihlim zâr	VERB
daihlim zir	VERB
dailen chuah	VERB
dailên chuah	VERB
dak chhuah	VERB
dâk chhuah	VERB
dak chhuak	VERB
dâk chhuak	VERB
daka thawn	VERB
dam dam	VERB
dam khawchhuak	VERB
damsam lo	VERB
dan kir	VERB
dang khira mu	VERB
dang kir	VERB
dang kirr	VERB
dangkhara mu	VERB
dangkhâra mu	VERB
dap chawp	VERB
dap chhuah	VERB
dap chhuak	VERB
dap fel	VERB
dap vel	VERB
dap vêl	VERB
dap vll	VERB
dar dar	VERB
darpa zangnei	VERB
daw hawih	VERB
daw hâwih	VERB
dawi bo	VERB
dâwi bo	VERB
dawi chhui	VERB
dâwi chhui	VERB
dawi eipui	VERB
dâwi eipui	VERB
dawi lo	VERB
dawi sa kil	VERB
dawi sa kîl	VERB
dâwi sa kil	VERB
dâwi sa kîl	VERB
dawi suh	VERB
dâwi suh	VERB
dawi sut	VERB
dawi sût	VERB
dâwi sut	VERB
dâwi sût	VERB
dawk chhuak	VERB
dâwk chhuak	VERB
dawl li	VERB
dâwl li	VERB
dawl thlikthlawk	VERB
dawl zawh	VERB
dàwl zawh	VERB
dâwl zawh	VERB
dawl zawl	VERB
dâwl zâwl	VERB
dawl zawra zawr	VERB
dawl zo	VERB
dâwl zo	VERB
dawl zo lo	VERB
dàwl zo lo	VERB
dawlzawra zawr	VERB
dawm dawm	VERB
dawm ding	VERB
dawm hlum	VERB
dawm kang	VERB
dâwm kang	VERB
dawm zui	VERB
dawn lai	VERB
dawn puan phah	VERB
dâwn puan phah	VERB
dawn zo lo	VERB
dâwn zo lo	VERB
dawng chhawng	VERB
dawng chháwng	VERB
dawng thlawn	VERB
dâwng thlawn	VERB
dawp lawk	VERB
dâwp lâwk	VERB
dawt dawt	VERB
dawt hlum	VERB
dâwt hlum	VERB
dawt hman	VERB
dâwt hman	VERB
dawt hmang	VERB
dâwt hmang	VERB
dawt sawi	VERB
dâwt sawi	VERB
dawt sawi hmang	VERB
dâwt sawi hmang	VERB
de chuai	VERB
de ve ve	VERB
de vu vu	VERB
de zawk	VERB
de zawk zawk	VERB
de zawr	VERB
de zawr zawr	VERB
deh chet	VERB
deh chêt	VERB
deh chhuah	VERB
deh ral	VERB
deh thiam	VERB
dek che	VERB
dek chet	VERB
dek chhuak	VERB
dek ral	VERB
delh bet	VERB
delh ngil	VERB
delh ngîl	VERB
dem bel	VERB
den den	VERB
deng belhbawm	VERB
deng chhuah	VERB
dêng chhuah	VERB
deng chhuak	VERB
dêng chhuak	VERB
det chuai	VERB
dêt chuai	VERB
det zawk	VERB
dêt zawk	VERB
det zawk zawk	VERB
dêt zawk zawk	VERB
det zawr	VERB
dêt zawr	VERB
det zawr zawr	VERB
dêt zawr zawr	VERB
deu chhuan	VERB
deu chhuang	VERB
deuh hlek	VERB
deusa wh	VERB
di chih	VERB
diai diai	VERB
diar khim	VERB
diar lo	VERB
diàr lo	VERB
diau lo	VERB
dih hak	VERB
dih hek	VERB
dih hêk	VERB
dikdak lo	VERB
dikdâk lo	VERB
dil chhuah	VERB
dil chhuak	VERB
dil chiam	VERB
dim lo	VERB
dim thiam	VERB
dimduai lo	VERB
din chan	VERB
din char	VERB
din chhuah	VERB
din chhuak	VERB
din chilh	VERB
din din chhuah	VERB
din dingchhuak	VERB
din hual	VERB
dinchan khalh	VERB
ding chang	VERB
ding char	VERB
ding chhuah	VERB
ding chhuak	VERB
ding dawl	VERB
ding dawt	VERB
ding hawn	VERB
ding khaw chhuak	VERB
ding lam	VERB
ding ngil	VERB
ding ngîl	VERB
ding zum	VERB
dingchung na	VERB
dingchung nat	VERB
dingdi puantah	VERB
dingdihlipa thlir	VERB
dingdihlîpa thlir	VERB
dip ral	VERB
díp ral	VERB
dit hek	VERB
dit hêk	VERB
dît hek	VERB
dît hêk	VERB
dit zawr	VERB
du ru suih	VERB
dû ru suih	VERB
e kham	VERB
eh loh	VERB
ei da	VERB
ei dà	VERB
eih a	VERB
eih bun	VERB
eih bung	VERB
ek chhuak	VERB
êk chhuak	VERB
ek kham	VERB
ek lung	VERB
ek rih	VERB
êk rih	VERB
ekcheh kal	VERB
êkcheh kal	VERB
ekcheh thut	VERB
ekcheh ṭhut	VERB
êkcheh thut	VERB
êkcheh ṭhut	VERB
el nei	VERB
elh bung	VERB
elh kual	VERB
elh kul	VERB
elh kûl	VERB
elh tliak	VERB
em ro	VERB
em uh	VERB
em ut	VERB
em ût	VERB
en hlawh	VERB
en reng	VERB
en ru	VERB
en ruk	VERB
en rûk	VERB
en thangtlawm	VERB
en thlangtlawm	VERB
en thlangtlâwm	VERB
en zawr	VERB
en zo lo	VERB
en zui	VERB
ena en	VERB
enchian dawl	VERB
eng emaw	VERB
eng hnung puak	VERB
eng hunah emaw	VERB
eng lep lep	VERB
eng tithawl	VERB
eng tithâwl	VERB
engti pawhin	VERB
ennawm chhuah	VERB
er lawk	VERB
er lâwk	VERB
erkawn zik	VERB
erkawn zîk	VERB
fa dam	VERB
fa nei lo	VERB
fa tlum	VERB
fa tulpui	VERB
fa ṭulpui	VERB
fah awh	VERB
fah chhan	VERB
fah chhuah	VERB
fah hla chham	VERB
fah lam	VERB
fahrah ben	VERB
fai chhuan	VERB
fai chhuang	VERB
fai darh	VERB
fai ip	VERB
fai ret	VERB
fai rêt	VERB
fái ret	VERB
fái rêt	VERB
fai vek	VERB
fái vek	VERB
fait nghah	VERB
fait nghat	VERB
fak chak	VERB
fak fak	VERB
fak hlawh	VERB
fak tlak	VERB
fak tlâk	VERB
fal chhuan	VERB
fal chhuang	VERB
fam tian	VERB
fam tla	VERB
fam tlak	VERB
fan bik nei	VERB
fan chhuah	VERB
fan chhuak	VERB
fan chih	VERB
fan chip	VERB
fan fan chhuah	VERB
fan fuh	VERB
fan lam nei	VERB
fan rual	VERB
fanai bawkbawn	VERB
fang chip	VERB
fang dang pawm	VERB
fang fuh	VERB
fang kai	VERB
fang rual	VERB
fang vak	VERB
fap chhuah	VERB
fap chhuak	VERB
far thla	VERB
far thlâ	VERB
fathang chhung	VERB
fathang chhûng	VERB
favai thap ang	VERB
fawh bur	VERB
fawh da	VERB
fawh dak	VERB
fawh dâk	VERB
fawh fe	VERB
fawh fê	VERB
fawh fu	VERB
fawh fû	VERB
fawih ral	VERB
fawk chhia	VERB
fawn bua	VERB
fâwn bua	VERB
fawn chho	VERB
fâwn chho	VERB
fawn liam	VERB
fâwn liam	VERB
fawng thei	VERB
fawng thla uap	VERB
fawng thlamuan	VERB
fawngkam hlei	VERB
fawngkama tiam	VERB
fawngte lukhum	VERB
fawp da	VERB
fâwp dâ	VERB
fawp fe	VERB
fawp fê	VERB
fâwp fe	VERB
fâwp fê	VERB
fawp fu	VERB
fawp fû	VERB
fâwp fu	VERB
fâwp fû	VERB
feh hmakhalh	VERB
fi hmawk	VERB
fiak tum	VERB
fiak turn	VERB
fiamthu a thiam hle	VERB
fiâmthu a thiam hle	VERB
fiamthu hre lo	VERB
fiâmthu hre lo	VERB
fiamthu la	VERB
fiâmthu la	VERB
fiamthu lak	VERB
fiâmthu lâk	VERB
fiamthu len	VERB
fiamthu lên	VERB
fiâmthu len	VERB
fiâmthu lên	VERB
fiamthu rawlh	VERB
fiâmthu rawlh	VERB
fiamthu thawh	VERB
fiâmthu thawh	VERB
fian bawm	VERB
fiara tui	VERB
fik hmawk	VERB
fin hneh	VERB
fin khawm	VERB
fin leh varna	VERB
fin var	VERB
fin vâr	VERB
fîn var	VERB
fîn vâr	VERB
fin vervek	VERB
fin vervêk	VERB
fing var	VERB
fing vâr	VERB
fing var vervek	VERB
fing var vêrvêk	VERB
fing vâr vervek	VERB
fing vâr vêrvêk	VERB
fing vervek	VERB
fing vervêk	VERB
fing vêrvêk	VERB
fir fer	VERB
fu her	VERB
fuan khawm	VERB
fuan khâwm	VERB
fuán khawm	VERB
fuán khâwm	VERB
fung bun	VERB
funpui er	VERB
fûnpui er	VERB
gawl pe	VERB
ha filial	VERB
ha ha	VERB
ha hnawh	VERB
ha kuh	VERB
ha lan	VERB
ha lang	VERB
ha muat	VERB
ha muât	VERB
ha na	VERB
ha nâ	VERB
ha nat	VERB
ha nawhna	VERB
ha nawhna hlo	VERB
ha ro	VERB
ha seh	VERB
ha tang	VERB
ha ṭang	VERB
ha țang	VERB
ha thar	VERB
ha thial	VERB
ha ṭhial	VERB
ha țhial	VERB
ha tim	VERB
ha ṭim	VERB
ha țim	VERB
ha titim	VERB
ha tiṭim	VERB
ha tițim	VERB
ha țițim	VERB
ha tiziau	VERB
ha ui ngho	VERB
ha ziau	VERB
ha zíau	VERB
hachang thial	VERB
hachang ṭhial	VERB
hah hnep	VERB
hah hnêp	VERB
hah hrep	VERB
hah zu	VERB
hahchhiau chhuak	VERB
hahni puam	VERB
hahni puâm	VERB
hai chhuah	VERB
hâi chhuah	VERB
hai chhuak	VERB
hâi chhuak	VERB
hai dil	VERB
hai dîl	VERB
hài dil	VERB
hài dîl	VERB
hâi dil	VERB
hâi dîl	VERB
hai haih	VERB
hai lungmawl	VERB
hai mup	VERB
haî mup	VERB
hai puah	VERB
hai rual	VERB
hâi rual	VERB
hai then	VERB
hai ṭhen	VERB
hai țhen	VERB
hâi then	VERB
hâi ṭhen	VERB
hâi țhen	VERB
hailawn no	VERB
hâilâwn no	VERB
hak chham	VERB
hâk chham	VERB
hak fawng hmun	VERB
hâk fawng hmun	VERB
hak hak	VERB
hak ro	VERB
hâk ro	VERB
hak tan	VERB
hak ṭan	VERB
hak țan	VERB
hâk tan	VERB
hâk ṭan	VERB
hâk țan	VERB
hak-fawng hmun	VERB
hâk-fawng hmun	VERB
hal khalh	VERB
hâl khalh	VERB
hal lan	VERB
hal lang	VERB
hal puah	VERB
hâl puah	VERB
hal puak	VERB
hâl puâk	VERB
ham chan	VERB
ham chang	VERB
ham chhuah	VERB
ham chhuak	VERB
ham khawk	VERB
hâm khâwk	VERB
ham puar	VERB
ham puâr	VERB
hàm puar	VERB
hàm puâr	VERB
hâm puar	VERB
hâm puâr	VERB
ham ri	VERB
ham rî	VERB
hâm ri	VERB
ham rik	VERB
han han	VERB
hang so	VERB
hâng so	VERB
harh chhuak	VERB
hau tap	VERB
hau ṭap	VERB
hâu tap	VERB
hâu ṭap	VERB
hau titak	VERB
háu titak	VERB
hauhuk par tlan	VERB
hauka tuk	VERB
hausak tawntaw kum	VERB
haw haw	VERB
hawh hawh	VERB
hawi hawi	VERB
hawi lo	VERB
hawi tau	VERB
hawi tàu	VERB
hawi tâu	VERB
hawi taw	VERB
hawi tâw	VERB
hawi tawi	VERB
hawi tâwi	VERB
hawi thaw	VERB
hawi thâw	VERB
hawi thawt	VERB
hawi thâwt	VERB
hawi tlu	VERB
hawi vai	VERB
hawi vâi	VERB
hawi vel	VERB
hawi vêl	VERB
hawk hawk	VERB
hawki khel	VERB
hawki khêl	VERB
hawl fai	VERB
hawl fái	VERB
hawl fâi	VERB
hâwl fai	VERB
hâwl fái	VERB
hawl hawl	VERB
hawlh bun	VERB
hawlh bung	VERB
hawlh fai	VERB
hawlh fái	VERB
hawlh fii	VERB
hawlh muk	VERB
hawm hawm	VERB
hawn thawt	VERB
hawn thâwt	VERB
hawng thaw	VERB
hawng thâw	VERB
hawrh zawk	VERB
he heu	VERB
he hêu	VERB
heh awrha tan	VERB
heh awrha ṭan	VERB
heh awrha tang	VERB
heh awrha ṭang	VERB
heh chhah	VERB
heh peh	VERB
heh pet	VERB
heh petin	VERB
heh sawi	VERB
heh sàwi	VERB
heh sawih	VERB
heh thlawk	VERB
heh thlâwk	VERB
heh zuk	VERB
heh zûk	VERB
hek lo	VERB
hel hmang	VERB
hem dum	VERB
hem fung	VERB
hêm fung	VERB
hem hang	VERB
hem hâng	VERB
hem hem	VERB
hem hmin	VERB
hem khawk	VERB
hem khâwk	VERB
hêm khawk	VERB
hêm khâwk	VERB
hem ri	VERB
hêm ri	VERB
hem rik	VERB
hêm rik	VERB
hem ro	VERB
hem sei	VERB
hêm sei	VERB
hem thlak	VERB
hem thlâk	VERB
hêm thlak	VERB
hêm thlâk	VERB
hem thlik	VERB
hem thlu	VERB
hem thluk	VERB
hem thlûk	VERB
hem tui	VERB
hem uh	VERB
hem un	VERB
hem ung	VERB
hem ut	VERB
hem út	VERB
hem ût	VERB
her mual	VERB
her sawm	VERB
herh alh	VERB
herh chhuah	VERB
herh chhuak	VERB
herh hniam	VERB
herh lit	VERB
herh lut	VERB
herh lût	VERB
herh sawn	VERB
herh tlum	VERB
hi dil	VERB
hian chhuah	VERB
hiar hiar	VERB
him takin	VERB
hip lut	VERB
hip lût	VERB
hîp lut	VERB
hîp lût	VERB
hla chham	VERB
hla la	VERB
hlá la	VERB
hla lak	VERB
hla làk	VERB
hlá lak	VERB
hlá làk	VERB
hlado chham	VERB
hlam puan	VERB
hlam sam	VERB
hlam tan	VERB
hlam tân	VERB
hlam tang	VERB
hlam tâng	VERB
hlam tla	VERB
hlam tlak	VERB
hlam tlâk	VERB
hlan chhawn	VERB
hlan chhàwn	VERB
hlân chhâwn	VERB
hlan chhawng	VERB
hlan chhâwng	VERB
hlàn chhawng	VERB
hlàn chhâwng	VERB
hlan chhoh	VERB
hlàn chhoh	VERB
hlan chhuah	VERB
hlàn chhuah	VERB
hlan chhuk	VERB
hlàn chhuk	VERB
hlang chhawng	VERB
hlâng chhâwng	VERB
hlang chhawngtu	VERB
hlang chho	VERB
hlâng chho	VERB
hlang chhuak	VERB
hlâng chhuak	VERB
hlang chhuk	VERB
hlâng chhuk	VERB
hlang thla	VERB
hlang thlà	VERB
hlâng thla	VERB
hlâng thlà	VERB
hlau hlawpin	VERB
hlauh biak	VERB
hlauh hmang	VERB
hlauh nuih	VERB
hlauh pek	VERB
hlauh pêk	VERB
hlauh thawnpuiawm	VERB
hlauh tlawn	VERB
hlauhthawn thuah	VERB
hlawh chhuah	VERB
hlawh chhuak	VERB
hlawh tlintir	VERB
hlawih hlawih	VERB
hlawp hlawp	VERB
hleh thlak	VERB
hleh thlâk	VERB
hleh thlik	VERB
hlei idn	VERB
hlei len	VERB
hlei lèn	VERB
hlei zawng	VERB
hleih hleih	VERB
hleih nei	VERB
hleih nei lo	VERB
hleih neih	VERB
hlek hlek	VERB
hlek lo	VERB
hlep hlep	VERB
hlep ru	VERB
hlep rû	VERB
hlêp ru	VERB
hlêp rû	VERB
hlep ruk	VERB
hlep rûk	VERB
hlêp ruk	VERB
hlêp rûk	VERB
hlep thia	VERB
hlep thla	VERB
hliah hliah	VERB
hliau hliau	VERB
hlih kian	VERB
hlih thlak	VERB
hlih thlâk	VERB
hlim hlawl	VERB
hlim hmel pu	VERB
hlim hmêl pu	VERB
hlim hmel put	VERB
hlim hmêl put	VERB
hlim la	VERB
hlim lak	VERB
hlim lâk	VERB
hling khei	VERB
hlîng khei	VERB
hlip kiang	VERB
hlîp kiang	VERB
hlip thla	VERB
hlîp thla	VERB
